rgi_id,index_right,auto_term,lake_level,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-05-00731,15,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00732,16,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00733,17,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00734,18,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00735,19,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00736,20,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00737,21,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00738,22,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00739,23,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00740,24,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00741,25,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00742,26,9,3,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00743,27,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00744,28,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00745,29,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00746,30,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00747,31,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00748,32,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00749,33,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00750,34,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00751,35,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00752,36,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00753,37,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00754,38,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00755,39,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00756,40,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00757,41,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00758,42,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00759,43,9,2,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,"strange outline, but most of terminus is in contact with lake"
RGI2000-v7.0-G-05-00760,44,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00761,45,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00762,46,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00763,47,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00764,48,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00765,49,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00766,50,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00767,51,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00768,52,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,outline appears to actually be frozen lake
RGI2000-v7.0-G-05-00769,53,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00770,54,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00771,55,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00772,56,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00773,57,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00774,58,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00775,59,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00776,60,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00777,61,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00778,62,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00779,63,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00780,64,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00781,65,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00782,66,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00783,67,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00784,68,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00785,69,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00786,70,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,"strange outline - has lake, but not clear where terminus is"
RGI2000-v7.0-G-05-00787,71,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00788,72,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00789,73,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00790,74,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00791,75,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00792,76,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00793,77,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00794,78,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00795,79,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00796,80,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00797,81,9,0,LE07_L1TP_018008_20010807_20200917_02_T1,2001-08-07,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00798,82,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00799,83,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00800,84,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00801,85,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00802,86,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00803,87,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00804,88,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00805,89,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00806,90,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00807,91,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00808,92,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00809,93,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00810,94,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00811,95,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00812,96,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00813,97,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00814,98,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00815,99,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00816,100,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00817,101,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00818,102,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00819,103,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00820,104,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00821,105,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00822,106,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00823,107,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00824,108,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00825,109,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00826,110,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00827,111,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00828,112,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00829,113,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00830,114,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00831,115,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00832,116,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00833,117,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00834,118,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00835,119,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00836,120,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00837,121,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00838,122,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00839,123,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00840,124,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00841,125,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00842,126,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00843,127,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00844,128,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00845,129,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00846,130,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00847,131,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00848,132,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00849,133,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00850,134,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00851,135,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00852,136,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00853,137,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00854,138,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00855,139,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00856,140,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00857,141,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00858,142,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00859,143,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00860,144,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00861,145,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
RGI2000-v7.0-G-05-00862,146,9,0,LE07_L1TP_014009_20000808_20200917_02_T1,2000-08-08,https://dx.doi.org/10.5285/7ea7540135f441369716ef867d217519,McNabb,
