rgi_id,lake_terminating_level,image_id,image_date,inventory_doi,contributor,comments
RGI2000-v7.0-G-15-03536,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03537,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03538,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03539,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03540,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03541,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03542,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03543,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03544,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03545,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03546,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03547,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03548,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03549,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03550,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03551,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03552,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03553,2,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03554,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03555,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03556,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03557,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03558,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03559,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03560,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03561,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03562,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03563,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03564,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03565,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03566,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03567,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03568,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03569,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03570,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03571,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03572,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03573,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03574,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03575,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03576,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03577,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03578,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03579,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03580,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03581,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03582,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03583,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03584,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03585,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03586,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03587,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03588,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03589,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03590,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03591,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03592,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03593,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03594,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03595,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03596,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03597,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03598,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03599,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03600,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03601,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03602,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03603,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03604,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03605,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03606,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03607,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03608,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03609,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03610,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03611,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03612,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03613,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03614,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03615,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03616,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03617,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03618,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03619,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03620,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03621,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03622,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03623,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03624,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03625,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03626,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03627,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03628,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03629,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03630,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03631,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03632,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03633,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03634,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03635,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03636,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03637,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03638,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03639,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03640,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03641,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03642,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03643,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03644,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03645,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03646,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03647,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03648,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03649,1,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03650,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03651,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03652,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03653,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03654,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03655,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03656,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03657,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03658,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03659,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03660,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03661,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03662,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03663,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03664,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03665,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03666,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03667,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03668,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03669,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03670,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03671,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03672,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03673,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03674,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03675,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03676,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03677,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03678,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03679,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03680,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03681,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03682,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03683,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03684,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03685,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03686,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03687,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03688,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03689,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03690,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03691,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03692,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03693,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03694,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03695,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03696,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03697,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03698,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03699,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03700,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03701,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03702,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03703,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03704,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03705,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03706,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-03707,0,LE07_L2SP_143040_20021228_20200916_02_T1_SR_B2,28/12/2002,doi:10.5194/essd-12-2169-2020,Steiner,NA
